Frame name,Datetime,Fork name,Disc.,Sizes,date,Frame code,Fork code,RefreshTimeUTC
MIRACLE DUSC,NaT,Miracle Dusc, , , , , ,2019-09-01 14:15:20
MY17,NaT, , , , , , ,2019-09-01 14:15:20
MY18,NaT, , , , , , ,2019-09-01 14:15:20
MY19,NaT, , , , , , ,2019-09-01 14:15:20
MY2012,NaT, , , , , , ,2019-09-01 14:15:20
MY2014,NaT, , , , , , ,2019-09-01 14:15:20
MY2017,NaT, , , , , , ,2019-09-01 14:15:20
MY2018 DISC,NaT,"carbon disc, E2", , , , , ,2019-09-01 14:15:20
NORCROSS EX AERO,NaT, , , , , , ,2019-09-01 14:15:20
OLTRE XR,NaT, , , , , , ,2019-09-01 14:15:20
OLTRE XR1,NaT, , , , , , ,2019-09-01 14:15:20
PARIS 50.1 THINK2,NaT, , , , , , ,2019-09-01 14:15:20
PRINCE DISK FX,NaT,PRINCE DISK FX, , , , , ,2019-09-01 14:15:20
PRINCE FX,NaT,PRINCE FX, , , , , ,2019-09-01 14:15:20
PRO  GALLIUM CS,NaT,GA31-CS, , , , , ,2019-09-01 14:15:20
PROFESSIONAL,NaT,Professional, , , , , ,2019-09-01 14:15:20
PROPEL ADV PRO RIM,NaT, , , , , , ,2019-09-01 14:15:20
R049,NaT, , , , , , ,2019-09-01 14:15:20
R050,NaT, , , , , , ,2019-09-01 14:15:20
R051,NaT, , , , , , ,2019-09-01 14:15:20
R056,NaT, , , , , , ,2019-09-01 14:15:20
R059,NaT,One One Four SLX Disc F055,CANY-F055-RD, , , ,CANY-F055-RD,2019-09-01 14:15:20
R2,NaT,R2 Fork, , , , , ,2019-09-01 14:15:20
R3  R2,NaT,FK46,CERV-FK46-RD, , , ,CERV-FK46-RD,2019-09-01 14:15:20
RFC502X,NaT, , , , , , ,2019-09-01 14:15:20
RIM,NaT,Rim, , , , , ,2019-09-01 14:15:20
RIM  DISC,NaT,Rim & Disc, , , , , ,2019-09-01 14:15:20
RIM BRAKE,NaT,Carbon fork, , , , , ,2019-09-01 14:15:20
RL9,NaT,RL9, , , , , ,2019-09-01 14:15:20
ROKH  ROKH 30.12,NaT, , , , , , ,2019-09-01 14:15:20
RR 13,NaT, , , , , , ,2019-09-01 14:15:20
RS8 MY 2017,NaT,RS8 MY 2017, , , , , ,2019-09-01 14:15:20
SBC CONCEPT R1.0,NaT,SBC CONCEPT R1.0 /, , , , , ,2019-09-01 14:15:20
SBC CONCEPT R1.1,NaT,SBC CONCEPT R1.1, , , , , ,2019-09-01 14:15:20
SCALERA 1  SCALERA,NaT,SCALERA 1 / SCALERA, , , , , ,2019-09-01 14:15:20
SCALERA PRO  SBC,NaT,SCALERA PRO / SBC, , , , , ,2019-09-01 14:15:20
SCYLON,NaT,TFP02,TIME-SCY-RD,TIME-TFP2-RD, ,TIME-SCY-RD,TIME-TFP2-RD,2019-09-01 14:15:20
SEAN KELLY VRI,NaT, , , , , , ,2019-09-01 14:15:20
SIGNATUREAE,NaT,SIGNATURE-AE, , , , , ,2019-09-01 14:15:20
SIRELLI 1,NaT,SIRELLI 1 /, , , , , ,2019-09-01 14:15:20
SIRELLI 2,NaT,SIRELLI 2 /, , , , , ,2019-09-01 14:15:20
STINGER R,NaT,STINGER R, , , , , ,2019-09-01 14:15:20
SUPER VELOCE,NaT,Super Veloce, , , , , ,2019-09-01 14:15:20
SUPER VELOCE RRC,NaT,Super Veloce RRC, , , , , ,2019-09-01 14:15:20
SUPER VELOCE SL,NaT,Super Veloce SL, , , , , ,2019-09-01 14:15:20
TIME MACHINE ROAD,NaT,Time Machine Road, , , , , ,2019-09-01 14:15:20
TR225,NaT, , , , , , ,2019-09-01 14:15:20
TR426,NaT, , , , , , ,2019-09-01 14:15:20
TR821,NaT, , , , , , ,2019-09-01 14:15:20
TRACK,NaT, , , , , , ,2019-09-01 14:15:20
TT729,NaT, , , , , , ,2019-09-01 14:15:20
TWIN BLADE,NaT,Twin Blade, , , , , ,2019-09-01 14:15:20
VELO,NaT,Velo, , , , , ,2019-09-01 14:15:20
VITESSE  VITESSE VR,NaT, , , , , , ,2019-09-01 14:15:20
VITESSE VRI  VITESSE,NaT, , , , , , ,2019-09-01 14:15:20
XLITE CW,NaT,EGR-FK-03, , , , , ,2019-09-01 14:15:20
XLITE TEAMCRS,NaT,X-Lite TEAM/CRS, , , , , ,2019-09-01 14:15:20
XNIGHT SL,NaT, , , , , , ,2019-09-01 14:15:20
XNIGHT SL DISC,NaT,X-Night SL Disc, , , , , ,2019-09-01 14:15:20
XNIGHT SL DISC 7E1,NaT, , , , , , ,2019-09-01 14:15:20
